id,word
1815,어둠
1816,어려움
1817,어른
1818,어린아이
1819,어린애
1820,어린이
1821,어린이날
1822,어머니
1823,어머님
1824,어저께
1825,어제
1826,어젯밤
1827,언니
1828,언덕
1829,언론
1830,언어
1831,얼굴
1832,얼마
1833,얼마간
1834,얼음
1835,엄마
1836,업무
1837,업종
1838,업체
1839,엉덩이
1840,엉망
1841,엉터리
1842,에너지
1843,에어컨
1844,엔진
1845,엘리베이터
1846,여
1847,여가
1848,여건
1849,여고생
1850,여관
1851,여군
1852,여권
1853,여기저기
1854,여대생
1855,여동생
1856,여럿
1857,여론
1858,여름
1859,여름철
1860,여성
1861,여왕
1862,여우
1863,여유
1864,여인
1865,여자
1866,여직원
1867,여학생
1868,여행
1869,여행사
1870,역
1871,역사
1872,역사가
1873,역사상
1874,역사적
1875,역사학
1876,역할
1877,연간
1878,연결
1879,연관
1880,연구
1881,연구소
1882,연구실
1883,연구원
1884,연구자
1885,연극
1886,연기
1887,연기자
1888,연두색
1889,연락
1890,연락처
1891,연령
1892,연말
1893,연설
1894,연세
1895,연속
1896,연습
1897,연애
1898,연예인
1899,연인
1900,연장
1901,연주
1902,연출
1903,연필
1904,연합
1905,연휴
1906,열
1907,열기
1908,열매
1909,열쇠
1910,열정
1911,열차
1912,열흘
1913,염려
1914,엽서
1915,영남
1916,영상
1917,영양
1918,영어
1919,영업
1920,영역
1921,영웅
1922,영하
1923,영향
1924,영향력
1925,영혼
1926,영화
1927,영화관
1928,영화배우
1929,영화제
1930,옆
1931,옆구리
1932,옆방
1933,옆집
1934,예
1935,예감
1936,예금
1937,예방
1938,예보
1939,예비
1940,예산
1941,예상
1942,예선
1943,예술
1944,예술가
1945,예술적
1946,예습
1947,예식장
1948,예약
1949,예외
1950,예의
1951,예전
1952,예절
1953,예정
1954,옛날
1955,옛날이야기
1956,오늘
1957,오늘날
1958,오락
1959,오래간만
1960,오래전
1961,오랜만
1962,오랫동안
1963,오렌지
1964,오른발
1965,오른손
1966,오른쪽
1967,오리
1968,오븐
1969,오빠
1970,오염
1971,오월
1972,오이
1973,오전
1974,오징어
1975,오페라
1976,오피스텔
1977,오해
1978,오후
1979,옥상
1980,옥수수
1981,온도
1982,온돌
1983,온라인
1984,온몸
1985,온종일
1986,올
1987,올가을
1988,올림픽
1989,올여름
1990,올해
1991,옷
1992,옷차림
1993,와이셔츠
1994,와인
1995,완성
1996,완전
1997,왕
1998,왕비
1999,왕자
2000,외갓집
2001,외과
2002,외교
2003,외교관
2004,외국
2005,외국어
2006,외국인
2007,외로움
2008,외모
2009,외부
2010,외삼촌
2011,외아들
2012,외제
2013,외출
2014,외침
2015,외할머니
2016,외할아버지
2017,왼발
2018,왼손
2019,왼쪽
2020,요구
2021,요금
2022,요리
2023,요리사
2024,요새
2025,요일
2026,요즈음
2027,요즘
2028,요청
2029,욕
2030,욕실
2031,욕심
2032,용
2033,용기
2034,용도
2035,용돈
2036,용서
2037,용어
2038,우려
2039,우리나라
2040,우리말
2041,우산
2042,우승
2043,우유
2044,우정
2045,우주
2046,우체국
2047,우편
2048,우표
2049,운
2050,운동
2051,운동복
2052,운동장
2053,운동화
2054,운명
2055,운반
2056,운전
2057,운전기사
2058,운전사
2059,운전자
2060,운행
2061,울음
2062,울음소리
2063,움직임
2064,웃어른
2065,웃음
2066,웃음소리
2067,원
2068,원고
2069,원래
2070,원서
2071,원숭이
2072,원인
2073,원장
2074,원피스
2075,월급
2076,월드컵
2077,월세
2078,월요일
2079,웨이터
2080,웬일
2081,위
2082,위기
2083,위로
2084,위반
2085,위법
2086,위성
2087,위아래
2088,위원
2089,위원장
2090,위주
2091,위쪽
2092,위층
2093,위치
2094,위험
2095,위험성
2096,위협
2097,윗몸
2098,윗사람
2099,유교
2100,유리
2101,유리창
2102,유머
2103,유명
2104,유물
2105,유산
2106,유월
2107,유적
2108,유적지
2109,유치원
2110,유학
2111,유학생
2112,유행
2113,유형
2114,육군
2115,육상
2116,육체
2117,육체적
2118,은
2119,은행
2120,은행나무
2121,음력
2122,음료
2123,음료수
2124,음반
2125,음성
2126,음식
2127,음식물
2128,음식점
2129,음악
2130,음악가
2131,음주
2132,의견
2133,의논
2134,의도
2135,의도적
2136,의류
2137,의무
2138,의문
2139,의미
2140,의복
2141,의사
2142,의식
2143,의심
2144,의욕
2145,의원
2146,의자
2147,의지
2148,의학
2149,이
2150,이것저것
2151,이곳저곳
2152,이날
2153,이내
2154,이념
2155,이다음
2156,이달
2157,이데올로기
2158,이동
2159,이때
2160,이력서
2161,이론적
2162,이름
2163,이마
2164,이모
2165,이미지
2166,이민
2167,이발소
2168,이번
2169,이별
2170,이불
2171,이빨
2172,이사
2173,이사장
2174,이상
2175,이상적
2176,이성
2177,이슬
2178,이야기
2179,이외
2180,이용
2181,이용자
2182,이웃
2183,이웃집
2184,이월
2185,이유
2186,이익
2187,이자
2188,이전
2189,이제
2190,이중
2191,이튿날
2192,이틀
2193,이하
2194,이해
2195,이해관계
2196,이혼
2197,이후
2198,인
2199,인간
2200,인간관계
2201,인간성
2202,인간적
2203,인격
2204,인공
2205,인구
2206,인근
2207,인기
2208,인도
2209,인류
2210,인물
2211,인사
2212,인사말
2213,인삼
2214,인삼차
2215,인상
2216,인상적
2217,인생
2218,인쇄
2219,인연
2220,인원
2221,인재
2222,인제
2223,인종
2224,인체
2225,인터넷
2226,인터뷰
2227,인하
2228,인형
2229,일
2230,일기
2231,일등
2232,일반
2233,일반인
2234,일반적
2235,일본어
2236,일부
2237,일상
2238,일상생활
2239,일상적
2240,일생
2241,일손
2242,일시적
2243,일식
2244,일쑤
2245,일요일
2246,일월
2247,일자
2248,일자리
2249,일정
2250,일종
2251,일주일
2252,일체
2253,일치
2254,일행
2255,일회용
2256,일회용품
2257,임금
2258,임무
2259,임시
2260,임신
2261,임신부
2262,입
2263,입구
2264,입국
2265,입대
2266,입력
2267,입맛
2268,입사
2269,입술
2270,입시
2271,입원
2272,입장
2273,입학
2274,잎
2275,자
2276,자가용
2277,자격
2278,자격증
2279,자극
2280,자기
2281,자녀
2282,자동
2283,자동차
2284,자랑
2285,자료
2286,자리
2287,자매
2288,자부심
2289,자살
2290,자세
2291,자식
